FILT                                                                                                                                                                                                                                                               INV  ILEN  OLEN  STRIDE  DIL  PAD  REF  PHASE  MATCH  API         CMD_STRING
trc:  [  3.   6.  18.  18.  29.   4.   9.   6.  14.  10.  20.  10.  16.   2.  12.  18.  30.   6.  18.  18.  31.   8.  16.   8.  16.   8.  15.   6.  17.  16.  30.  12.  27.  18.  34.  14.  30.  18.  30.   6.  10.   2.   9.  12.  25.  14.  26.  10.  15.]
mc:  [  3.   6.  18.  18.  29.   4.   9.   6.  14.  10.  20.  10.  16.   2.  12.  18.  30.   6.  18.  18.  31.   8.  16.   8.  16.   8.  15.   6.  17.  16.  30.  12.  27.  18.  34.  14.  30.  18.  30.   6.  10.   2.   9.  12.  25.  14.  26.  10.  15.   0.]
[1 2 3]                                                                                                                                                                                                                                                            1    24    49    2       1    0    0    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3]                                                                                                                                                                                                                                                            1    24    50    2       1    0    0    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    0    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    0    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  8.  16.  31.  46.  69.  44.  68.  50.  75.  52.  71.  36.  48.  12.  22.  20.  35.  38.  60.  46.  67.  46.  69.  38.  56.  44.  60.  22.  30.  14.  22.  12.  18.  18.  32.  22.  40.  52.  73.  40.  55.  22.  32.  18.  26.  16.  21.   8.  10.]
mc:  [  8.  16.  31.  46.  69.  44.  68.  50.  75.  52.  71.  36.  48.  12.  22.  20.  35.  38.  60.  46.  67.  46.  69.  38.  56.  44.  60.  22.  30.  14.  22.  12.  18.  18.  32.  22.  40.  52.  73.  40.  55.  22.  32.  18.  26.  16.  21.   8.  10.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    49    2       1    0    0    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    50    2       1    0    0    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    0    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    0    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   9.   18.   36.   54.   76.   98.  123.   76.   98.   48.   62.   44.   58.   48.   67.   38.   54.   62.   79.   64.   82.   36.   55.   50.   74.   82.  105.   88.  111.   62.   78.   30.   43.   48.   64.   40.   54.   52.   65.   38.   54.
   38.   56.   50.   65.   72.   86.   36.   42.]
mc:  [   9.   18.   36.   54.   76.   98.  123.   76.   98.   48.   62.   44.   58.   48.   67.   38.   54.   62.   79.   64.   82.   36.   55.   50.   74.   82.  105.   88.  111.   62.   78.   30.   43.   48.   64.   40.   54.   52.   65.   38.   54.
   38.   56.   50.   65.   72.   86.   36.   42.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    0    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    0    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2]                                                                                                                                                                                                                                                              1    25    50    2       1    0    1    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2]                                                                                                                                                                                                                                                              1    25    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  8.  16.  28.   8.  14.   4.  10.   8.  21.  18.  33.  12.  27.  18.  35.  16.  27.   6.  11.   4.   9.   6.  15.  12.  23.  10.  24.  18.  30.   6.  18.  18.  30.   6.  15.  12.  25.  14.  24.   6.  12.   6.  16.  14.  25.   8.  20.  16.  24.]
mc:  [  8.  16.  28.   8.  14.   4.  10.   8.  21.  18.  33.  12.  27.  18.  35.  16.  27.   6.  11.   4.   9.   6.  15.  12.  23.  10.  24.  18.  30.   6.  18.  18.  30.   6.  15.  12.  25.  14.  24.   6.  12.   6.  16.  14.  25.   8.  20.  16.  24.   0.]
[1 2 3]                                                                                                                                                                                                                                                            1    24    49    2       1    0    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3]                                                                                                                                                                                                                                                            1    24    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    1    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  4.   8.  16.  24.  35.  22.  35.  24.  40.  38.  54.  34.  46.  16.  23.  12.  25.  26.  42.  46.  66.  32.  44.  26.  42.  22.  39.  50.  74.  44.  64.  42.  62.  34.  49.  34.  51.  26.  43.  42.  61.  38.  57.  34.  49.  34.  44.  12.  15.]
mc:  [  4.   8.  16.  24.  35.  22.  35.  24.  40.  38.  54.  34.  46.  16.  23.  12.  25.  26.  42.  46.  66.  32.  44.  26.  42.  22.  39.  50.  74.  44.  64.  42.  62.  34.  49.  34.  51.  26.  43.  42.  61.  38.  57.  34.  49.  34.  44.  12.  15.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    49    2       1    0    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    1    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   7.   14.   24.   34.   53.   72.   97.   66.   90.   90.  113.   64.   80.   48.   60.   24.   33.   26.   38.   34.   52.   54.   74.   70.   95.   80.  108.   72.   98.   92.  118.   80.  102.   60.   78.   48.   63.   46.   65.   52.   76.
   68.   93.   94.  116.   74.   88.   30.   35.]
mc:  [   7.   14.   24.   34.   53.   72.   97.   66.   90.   90.  113.   64.   80.   48.   60.   24.   33.   26.   38.   34.   52.   54.   74.   70.   95.   80.  108.   72.   98.   92.  118.   80.  102.   60.   78.   48.   63.   46.   65.   52.   76.
   68.   93.   94.  116.   74.   88.   30.   35.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    1    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    1    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  4.   8.  18.  12.  26.  16.  32.  16.  33.  18.  32.  10.  18.   6.  17.  16.  28.   8.  14.   4.  14.  16.  27.   6.  15.  12.  26.  16.  29.  10.  18.   6.  13.   8.  16.   8.  20.  16.  26.   4.  13.  14.  28.  14.  27.  12.  21.   6.   9.]
mc:  [  4.   8.  18.  12.  26.  16.  32.  16.  33.  18.  32.  10.  18.   6.  17.  16.  28.   8.  14.   4.  14.  16.  27.   6.  15.  12.  26.  16.  29.  10.  18.   6.  13.   8.  16.   8.  20.  16.  26.   4.  13.  14.  28.  14.  27.  12.  21.   6.   9.   0.]
[1 2 3]                                                                                                                                                                                                                                                            1    24    49    2       1    0    2    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3]                                                                                                                                                                                                                                                            1    24    50    2       1    0    2    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    2    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    2    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  3.   6.  13.  20.  35.  32.  50.  44.  62.  32.  43.  18.  32.  22.  37.  46.  69.  38.  60.  52.  73.  40.  58.  28.  39.  26.  39.  16.  24.  26.  35.   8.  13.  12.  21.  18.  34.  38.  57.  46.  63.  26.  38.  20.  30.  22.  29.  12.  15.]
mc:  [  3.   6.  13.  20.  35.  32.  50.  44.  62.  32.  43.  18.  32.  22.  37.  46.  69.  38.  60.  52.  73.  40.  58.  28.  39.  26.  39.  16.  24.  26.  35.   8.  13.  12.  21.  18.  34.  38.  57.  46.  63.  26.  38.  20.  30.  22.  29.  12.  15.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    49    2       1    0    2    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    50    2       1    0    2    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    2    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    2    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   4.    8.   20.   32.   53.   74.  104.  102.  137.  108.  142.  104.  131.   86.  107.   56.   71.   30.   47.   48.   69.   66.   85.   80.   99.   46.   60.   26.   36.   38.   49.   36.   51.   34.   46.   42.   55.   52.   71.   34.   50.
   58.   75.   68.   82.   32.   38.   12.   14.]
mc:  [   4.    8.   20.   32.   53.   74.  104.  102.  137.  108.  142.  104.  131.   86.  107.   56.   71.   30.   47.   48.   69.   66.   85.   80.   99.   46.   60.   26.   36.   38.   49.   36.   51.   34.   46.   42.   55.   52.   71.   34.   50.
   58.   75.   68.   82.   32.   38.   12.   14.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    2    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    2    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    3    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4]                                                                                                                                                                                                                                                          1    24    50    2       1    0    3    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  9.  18.  30.  42.  59.  22.  38.  36.  56.  46.  64.  34.  50.  24.  42.  42.  59.  40.  57.  20.  32.  32.  43.  18.  32.  22.  34.  40.  56.  18.  30.  30.  45.  30.  42.  24.  34.  14.  25.  24.  40.  38.  53.  32.  50.  26.  37.  36.  45.]
mc:  [  9.  18.  30.  42.  59.  22.  38.  36.  56.  46.  64.  34.  50.  24.  42.  42.  59.  40.  57.  20.  32.  32.  43.  18.  32.  22.  34.  40.  56.  18.  30.  30.  45.  30.  42.  24.  34.  14.  25.  24.  40.  38.  53.  32.  50.  26.  37.  36.  45.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    49    2       1    0    3    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    50    2       1    0    3    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    3    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    3    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   7.   14.   30.   46.   69.   92.  123.   98.  128.   86.  110.   78.  104.   66.   86.   58.   75.   68.   87.   34.   46.   42.   54.   42.   60.   38.   59.   64.   91.  102.  130.   86.  107.   64.   86.   44.   63.   58.   82.   90.  120.
   78.  107.   96.  120.   80.   96.   48.   56.]
mc:  [   7.   14.   30.   46.   69.   92.  123.   98.  128.   86.  110.   78.  104.   66.   86.   58.   75.   68.   87.   34.   46.   42.   54.   42.   60.   38.   59.   64.   91.  102.  130.   86.  107.   64.   86.   44.   63.   58.   82.   90.  120.
   78.  107.   96.  120.   80.   96.   48.   56.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    3    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    3    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  7.  14.  25.  36.  50.  22.  36.  26.  37.  30.  46.  20.  31.  36.  48.  12.  19.  14.  22.  18.  31.  26.  42.  40.  56.  30.  42.  18.  31.  26.  41.  38.  58.  36.  53.  40.  53.  18.  24.   6.  16.  20.  34.  42.  58.  26.  34.  12.  15.]
mc:  [  7.  14.  25.  36.  50.  22.  36.  26.  37.  30.  46.  20.  31.  36.  48.  12.  19.  14.  22.  18.  31.  26.  42.  40.  56.  30.  42.  18.  31.  26.  41.  38.  58.  36.  53.  40.  53.  18.  24.   6.  16.  20.  34.  42.  58.  26.  34.  12.  15.   0.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    49    2       1    0    4    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    23    50    2       1    0    4    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    4    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    4    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   8.   16.   30.   44.   60.   76.   93.   46.   63.   32.   44.   40.   52.   56.   76.   32.   49.   58.   83.   92.  117.   70.   91.   72.   93.   42.   56.   54.   70.   46.   64.   42.   59.   60.   80.   68.   90.   56.   74.   60.   82.
   64.   85.   58.   73.   64.   76.   24.   28.]
mc:  [   8.   16.   30.   44.   60.   76.   93.   46.   63.   32.   44.   40.   52.   56.   76.   32.   49.   58.   83.   92.  117.   70.   91.   72.   93.   42.   56.   54.   70.   46.   64.   42.   59.   60.   80.   68.   90.   56.   74.   60.   82.
   64.   85.   58.   73.   64.   76.   24.   28.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    4    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    4    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    5    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    23    50    2       1    0    5    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  2.   4.  15.  26.  39.  52.  67.  66.  87.  36.  53.  54.  70.  70.  85.  36.  47.  18.  30.  34.  51.  60.  77.  62.  76.  42.  53.  16.  23.  22.  34.  38.  53.  44.  61.  62.  78.  46.  62.  46.  59.  32.  48.  56.  71.  38.  47.  48.  56.]
mc:  [  2.   4.  15.  26.  39.  52.  67.  66.  87.  36.  53.  54.  70.  70.  85.  36.  47.  18.  30.  34.  51.  60.  77.  62.  76.  42.  53.  16.  23.  22.  34.  38.  53.  44.  61.  62.  78.  46.  62.  46.  59.  32.  48.  56.  71.  38.  47.  48.  56.   0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    5    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    5    1      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [   6.   12.   27.   42.   61.   80.  102.   76.   95.   42.   53.   32.   40.   24.   30.   12.   23.   26.   45.   56.   76.   88.  108.   64.   77.   18.   29.   24.   38.   44.   65.   78.  101.   68.   88.   68.   87.   42.   59.   52.   73.
   62.   82.   70.   86.   54.   64.   18.   21.]
mc:  [   6.   12.   27.   42.   61.   80.  102.   76.   95.   42.   53.   32.   40.   24.   30.   12.   23.   26.   45.   56.   76.   88.  108.   64.   77.   18.   29.   24.   38.   44.   65.   78.  101.   68.   88.   68.   87.   42.   59.   52.   73.
   62.   82.   70.   86.   54.   64.   18.   21.    0.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    49    2       1    0    6    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=0, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    22    50    2       1    0    6    0      True   TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=VALID)
trc:  [  6.  10.   2.   6.   6.  15.  12.  24.  12.  25.  14.  27.  12.  25.  14.  24.   6.  15.  12.  21.   6.  14.  10.  24.  18.  32.  10.  16.   2.   8.  10.  17.   4.  13.  14.  23.   4.   8.   4.  15.  18.  30.   6.  14.  10.  16.   2.   4.   2.]
mc:  [  6.  10.   2.   6.   6.  15.  12.  24.  12.  25.  14.  27.  12.  25.  14.  24.   6.  15.  12.  21.   6.  14.  10.  24.  18.  32.  10.  16.   2.   8.  10.  17.   4.  13.  14.  23.   4.   8.   4.  15.  18.  30.   6.  14.  10.  16.   2.   4.   2.   3.]
[1 2 3]                                                                                                                                                                                                                                                            1    25    49    2       1    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
tfc:  [  3.   6.  10.   2.   6.   6.  15.  12.  24.  12.  25.  14.  27.  12.  25.  14.  24.   6.  15.  12.  21.   6.  14.  10.  24.  18.  32.  10.  16.   2.   8.  10.  17.   4.  13.  14.  23.   4.   8.   4.  15.  18.  30.   6.  14.  10.  16.   2.   4.   2.]
mc:  [  6.  10.   2.   6.   6.  15.  12.  24.  12.  25.  14.  27.  12.  25.  14.  24.   6.  15.  12.  21.   6.  14.  10.  24.  18.  32.  10.  16.   2.   8.  10.  17.   4.  13.  14.  23.   4.   8.   4.  15.  18.  30.   6.  14.  10.  16.   2.   4.   2.   3.]
[1 2 3]                                                                                                                                                                                                                                                            1    25    50    2       1    1    1    0      False  TensorFlow  tf.contrib.nn.conv1d_transpose(value=input, filter=filter, output_shape=[ 1 50  1], stride=2, padding=SAME)
[1 2 3 4]                                                                                                                                                                                                                                                          1    25    50    2       1    1    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [ 14.  28.  42.  60.  36.  55.  32.  52.  48.  67.  38.  56.  26.  40.  36.  49.  20.  34.  24.  36.  36.  54.  24.  40.  44.  59.  26.  34.   6.  14.  16.  25.  28.  44.  24.  36.  36.  55.  26.  42.  46.  66.  32.  48.  34.  50.  30.  40.  20.]
mc:  [ 14.  28.  42.  60.  36.  55.  32.  52.  48.  67.  38.  56.  26.  40.  36.  49.  20.  34.  24.  36.  36.  54.  24.  40.  44.  59.  26.  34.   6.  14.  16.  25.  28.  44.  24.  36.  36.  55.  26.  42.  46.  66.  32.  48.  34.  50.  30.  40.  20.  25.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    24    49    2       1    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    24    50    2       1    1    1    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [   4.   11.   18.   32.   46.   66.   70.   92.   74.   95.   60.   83.   58.   82.   74.   95.   84.  105.   54.   68.   26.   42.   50.   68.   54.   73.   76.   98.   48.   62.   52.   71.   50.   69.   48.   63.   70.   85.   36.   51.   26.
   39.   44.   60.   68.   83.   34.   41.   24.]
mc:  [   4.   11.   18.   32.   46.   66.   70.   92.   74.   95.   60.   83.   58.   82.   74.   95.   84.  105.   54.   68.   26.   42.   50.   68.   54.   73.   76.   98.   48.   62.   52.   71.   50.   69.   48.   63.   70.   85.   36.   51.   26.
   39.   44.   60.   68.   83.   34.   41.   24.   28.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    23    49    2       1    1    1    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
[1 2 3 4]                                                                                                                                                                                                                                                          1    25    50    2       1    1    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [ 12.  25.  38.  56.  38.  58.  36.  57.  48.  67.  38.  50.  14.  21.  10.  15.  14.  24.  16.  29.  36.  52.  32.  46.  24.  40.  32.  50.  44.  66.  40.  61.  46.  68.  42.  63.  42.  64.  44.  61.  36.  50.  16.  29.  30.  46.  38.  50.  20.]
mc:  [ 12.  25.  38.  56.  38.  58.  36.  57.  48.  67.  38.  50.  14.  21.  10.  15.  14.  24.  16.  29.  36.  52.  32.  46.  24.  40.  32.  50.  44.  66.  40.  61.  46.  68.  42.  63.  42.  64.  44.  61.  36.  50.  16.  29.  30.  46.  38.  50.  20.  25.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    24    49    2       1    1    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    24    50    2       1    1    2    1      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [  16.   33.   50.   74.   98.  126.   90.  112.   62.   78.   38.   52.   34.   50.   50.   71.   68.   91.   74.   94.   66.   89.   56.   81.   66.   95.  108.  139.   98.  128.   86.  116.   74.   99.   92.  121.   86.  113.   68.   90.   80.
  103.   62.   85.   60.   77.   62.   75.   48.]
mc:  [  16.   33.   50.   74.   98.  126.   90.  112.   62.   78.   38.   52.   34.   50.   50.   71.   68.   91.   74.   94.   66.   89.   56.   81.   66.   95.  108.  139.   98.  128.   86.  116.   74.   99.   92.  121.   86.  113.   68.   90.   80.
  103.   62.   85.   60.   77.   62.   75.   48.   56.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    23    49    2       1    1    2    1      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [ 18.  31.  44.  61.  24.  40.  32.  51.  46.  66.  38.  58.  36.  54.  42.  62.  34.  51.  38.  52.  24.  40.  26.  44.  50.  68.  32.  48.  22.  40.  46.  71.  54.  78.  48.  65.  28.  44.  24.  40.  44.  66.  40.  59.  42.  63.  36.  49.  32.]
mc:  [ 18.  31.  44.  61.  24.  40.  32.  51.  46.  66.  38.  58.  36.  54.  42.  62.  34.  51.  38.  52.  24.  40.  26.  44.  50.  68.  32.  48.  22.  40.  46.  71.  54.  78.  48.  65.  28.  44.  24.  40.  44.  66.  40.  59.  42.  63.  36.  49.  32.  40.]
[1 2 3 4 5]                                                                                                                                                                                                                                                        1    24    49    2       1    1    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
[1 2 3 4 5 6]                                                                                                                                                                                                                                                      1    24    50    2       1    1    3    0      True   Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
trc:  [  16.   31.   46.   66.   86.  110.   70.   90.   54.   76.   58.   80.   70.   93.   84.  112.   68.   89.   70.   87.   64.   77.   18.   28.   22.   36.   42.   57.   64.   79.   46.   64.   34.   48.   46.   66.   78.  104.   58.   78.   82.
  107.   68.   88.   52.   65.   54.   64.   18.]
mc:  [  16.   31.   46.   66.   86.  110.   70.   90.   54.   76.   58.   80.   70.   93.   84.  112.   68.   89.   70.   87.   64.   77.   18.   28.   22.   36.   42.   57.   64.   79.   46.   64.   34.   48.   46.   66.   78.  104.   58.   78.   82.
  107.   68.   88.   52.   65.   54.   64.   18.   21.]
[1 2 3 4 5 6 7]                                                                                                                                                                                                                                                    1    23    49    2       1    1    3    0      False  Torch       F.conv_transpose1d(input, weight, bias=None, stride=2, padding=1, output_padding=0, groups=1, dilation=1)
